rsi_length,rsi_overbought,rsi_oversold,sl_multiplier,tp_multiplier,total_pnl,max_drawdown,total_trades,profitable_trades,profitable_pct,profit_factor,final_equity
8,60.0,40.0,1.1,2.0,-29.3342,29.55,49,9,18.37,0.0805,70.67
8,60.0,40.0,1.1,2.1,-29.2029,29.33,52,11,21.15,0.0923,70.8
8,60.0,40.0,1.1,2.2,-32.65,32.83,59,12,20.34,0.0949,67.35
8,60.0,40.0,1.1,2.3,-33.5039,33.74,61,13,21.31,0.1041,66.5
8,60.0,40.0,1.1,2.4,-35.6313,35.93,68,14,20.59,0.1097,64.37
8,60.0,40.0,1.1,2.5,-35.3396,35.69,71,14,19.72,0.1216,64.66
8,60.0,40.0,1.2,1.0,-6.3008,6.3,10,2,20.0,0.1013,93.7
8,60.0,40.0,1.2,1.1,-7.2247,7.25,13,4,30.77,0.1166,92.78
8,60.0,40.0,1.2,1.2,-9.1511,9.23,18,4,22.22,0.1194,90.85
8,60.0,40.0,1.2,1.3,-9.8484,9.85,21,4,19.05,0.1343,90.15
8,60.0,40.0,1.2,1.4,-10.0788,10.16,21,6,28.57,0.1546,89.92
8,60.0,40.0,1.2,1.5,-16.2775,16.3,26,6,23.08,0.0619,83.72
8,60.0,40.0,1.2,1.6,-17.0739,17.14,30,9,30.0,0.0761,82.93
8,60.0,40.0,1.2,1.7,-17.6546,17.76,33,9,27.27,0.0927,82.35
8,60.0,40.0,1.2,1.8,-23.2798,23.42,39,9,23.08,0.0724,76.72
8,60.0,40.0,1.2,1.9,-25.8995,26.08,42,9,21.43,0.0781,74.1
8,60.0,40.0,1.2,2.0,-28.8278,29.04,48,9,18.75,0.0818,71.17
8,60.0,40.0,1.2,2.1,-28.6701,28.79,51,12,23.53,0.0941,71.33
8,60.0,40.0,1.2,2.2,-32.1841,32.36,58,13,22.41,0.097,67.82
8,60.0,40.0,1.2,2.3,-33.0474,33.29,60,14,23.33,0.1068,66.95
8,60.0,40.0,1.2,2.4,-35.2,35.5,67,15,22.39,0.1128,64.8
8,60.0,40.0,1.2,2.5,-35.8463,36.2,70,14,20.0,0.1203,64.15
8,60.0,40.0,1.3,1.0,-3.901,3.96,9,3,33.33,0.1645,96.1
8,60.0,40.0,1.3,1.1,-4.8024,4.83,12,5,41.67,0.1826,95.2
8,60.0,40.0,1.3,1.2,-6.7389,6.82,17,5,29.41,0.1741,93.26
8,60.0,40.0,1.3,1.3,-8.2106,8.21,20,5,25.0,0.1772,91.79
8,60.0,40.0,1.3,1.4,-10.6875,10.77,20,6,30.0,0.0931,89.31
8,60.0,40.0,1.3,1.5,-13.9693,13.99,25,7,28.0,0.0932,86.03
8,60.0,40.0,1.3,1.6,-14.7309,14.79,29,10,34.48,0.1105,85.27
8,60.0,40.0,1.3,1.7,-15.2745,15.38,32,10,31.25,0.1303,84.73
8,60.0,40.0,1.3,1.8,-21.0366,21.18,38,10,26.32,0.101,78.96
8,60.0,40.0,1.3,1.9,-25.0252,25.2,42,10,23.81,0.1006,74.97
8,60.0,40.0,1.3,2.0,-27.9747,28.19,48,10,20.83,0.1037,72.03
8,60.0,40.0,1.3,2.1,-27.7562,27.88,51,13,25.49,0.1177,72.24
8,60.0,40.0,1.3,2.2,-31.3026,31.48,58,14,24.14,0.1194,68.7
8,60.0,40.0,1.3,2.3,-32.141,32.38,60,15,25.0,0.13,67.86
8,60.0,40.0,1.3,2.4,-35.2489,35.55,67,15,22.39,0.1309,64.75
8,60.0,40.0,1.3,2.5,-35.5454,35.9,70,15,21.43,0.1418,64.45
8,60.0,40.0,1.4,1.0,-4.1189,4.18,9,3,33.33,0.1572,95.88
8,60.0,40.0,1.4,1.1,-5.0587,5.09,12,5,41.67,0.175,94.94
8,60.0,40.0,1.4,1.2,-7.066,7.15,17,5,29.41,0.1674,92.93
8,60.0,40.0,1.4,1.3,-11.6806,11.68,20,4,20.0,0.0667,88.32
8,60.0,40.0,1.4,1.4,-11.1909,11.27,20,6,30.0,0.0893,88.81
8,60.0,40.0,1.4,1.5,-14.5829,14.61,25,7,28.0,0.0896,85.42
8,60.0,40.0,1.4,1.6,-15.3705,15.43,29,10,34.48,0.1064,84.63
8,60.0,40.0,1.4,1.7,-15.9377,16.04,32,10,31.25,0.1255,84.06
8,60.0,40.0,1.4,1.8,-21.8976,22.04,38,10,26.32,0.0974,78.1
8,60.0,40.0,1.4,1.9,-26.0371,26.22,42,10,23.81,0.0971,73.96
8,60.0,40.0,1.4,2.0,-29.0687,29.29,48,10,20.83,0.1002,70.93
8,60.0,40.0,1.4,2.1,-28.8501,28.97,51,13,25.49,0.1138,71.15
8,60.0,40.0,1.4,2.2,-32.4899,32.67,58,14,24.14,0.1156,67.51
8,60.0,40.0,1.4,2.3,-34.3288,34.57,60,14,23.33,0.1216,65.67
8,60.0,40.0,1.4,2.4,-37.1994,37.5,67,15,22.39,0.1249,62.8
8,60.0,40.0,1.4,2.5,-36.8635,37.22,70,15,21.43,0.1374,63.14
8,60.0,40.0,1.5,1.0,-4.3368,4.39,9,3,33.33,0.1505,95.66
8,60.0,40.0,1.5,1.1,-5.315,5.35,12,5,41.67,0.168,94.68
8,60.0,40.0,1.5,1.2,-10.4745,10.55,17,4,23.53,0.0543,89.53
8,60.0,40.0,1.5,1.3,-12.1841,12.18,20,4,20.0,0.0641,87.82
8,60.0,40.0,1.5,1.4,-11.6944,11.77,20,6,30.0,0.0858,88.31
8,60.0,40.0,1.5,1.5,-15.1965,15.22,25,7,28.0,0.0863,84.8
8,60.0,40.0,1.5,1.6,-16.0102,16.07,29,10,34.48,0.1025,83.99
8,60.0,40.0,1.5,1.7,-16.6009,16.7,32,10,31.25,0.1211,83.4
8,60.0,40.0,1.5,1.8,-22.7585,22.9,38,10,26.32,0.094,77.24
8,60.0,40.0,1.5,1.9,-27.0491,27.23,42,10,23.81,0.0938,72.95
8,60.0,40.0,1.5,2.0,-30.1627,30.38,48,10,20.83,0.0969,69.84
8,60.0,40.0,1.5,2.1,-29.9441,30.07,51,13,25.49,0.1101,70.06
8,60.0,40.0,1.5,2.2,-34.6418,34.82,58,13,22.41,0.1086,65.36
8,60.0,40.0,1.5,2.3,-35.5782,35.82,60,14,23.33,0.1178,64.42
8,60.0,40.0,1.5,2.4,-38.5174,38.81,67,15,22.39,0.1211,61.48
8,60.0,40.0,1.5,2.5,-38.1815,38.54,70,15,21.43,0.1333,61.82
