rsi_length,rsi_overbought,rsi_oversold,sl_multiplier,tp_multiplier,total_pnl,max_drawdown,total_trades,profitable_trades,profitable_pct,profit_factor,final_equity
2,60.0,40.0,0.1,1.0,-9.0259,9.03,24,2,8.33,0.0627,90.97
2,60.0,40.0,0.1,1.1,-12.3984,12.4,31,5,16.13,0.0642,87.6
2,60.0,40.0,0.1,1.2,-14.6102,14.61,38,5,13.16,0.0746,85.39
2,60.0,40.0,0.1,1.3,-16.5947,16.59,44,5,11.36,0.0831,83.41
2,60.0,40.0,0.1,1.4,-17.3068,17.31,45,8,17.78,0.0898,82.69
2,60.0,40.0,0.1,1.5,-21.5456,21.55,55,8,14.55,0.0905,78.45
2,60.0,40.0,0.1,1.6,-24.7057,24.71,64,11,17.19,0.0968,75.29
2,60.0,40.0,0.1,1.7,-29.7532,29.77,74,11,14.86,0.0881,70.25
2,60.0,40.0,0.1,1.8,-34.3043,34.36,84,13,15.48,0.0907,65.7
2,60.0,40.0,0.1,1.9,-34.6558,34.74,86,13,15.12,0.1037,65.34
2,60.0,40.0,0.1,2.0,-39.4117,39.53,97,14,14.43,0.1048,60.59
2,60.0,40.0,0.1,2.1,-42.0492,42.07,104,15,14.42,0.0993,57.95
2,60.0,40.0,0.1,2.2,-44.3163,44.39,111,16,14.41,0.106,55.68
2,60.0,40.0,0.1,2.3,-46.6858,46.81,119,17,14.29,0.1121,53.31
2,60.0,40.0,0.1,2.4,-48.4264,48.61,126,19,15.08,0.1196,51.57
2,60.0,40.0,0.1,2.5,-52.1406,52.38,132,18,13.64,0.1194,47.86
2,60.0,40.0,0.2,1.0,-10.5933,10.59,24,1,4.17,0.0527,89.41
2,60.0,40.0,0.2,1.1,-13.5348,13.53,31,5,16.13,0.0591,86.47
2,60.0,40.0,0.2,1.2,-15.8871,15.89,38,5,13.16,0.069,84.11
2,60.0,40.0,0.2,1.3,-17.997,18.0,44,5,11.36,0.0771,82.0
2,60.0,40.0,0.2,1.4,-17.9611,17.96,45,9,20.0,0.096,82.04
2,60.0,40.0,0.2,1.5,-22.3687,22.37,55,9,16.36,0.0968,77.63
2,60.0,40.0,0.2,1.6,-26.5689,26.57,64,11,17.19,0.0913,73.43
2,60.0,40.0,0.2,1.7,-28.7541,28.77,72,12,16.67,0.1011,71.25
2,60.0,40.0,0.2,1.8,-34.5091,34.56,82,13,15.85,0.0902,65.49
2,60.0,40.0,0.2,1.9,-35.4418,35.53,84,13,15.48,0.1016,64.56
2,60.0,40.0,0.2,2.0,-40.9646,41.08,95,13,13.68,0.0903,59.04
2,60.0,40.0,0.2,2.1,-42.4589,42.48,102,15,14.71,0.0985,57.54
2,60.0,40.0,0.2,2.2,-44.771,44.85,109,16,14.68,0.1051,55.23
2,60.0,40.0,0.2,2.3,-47.1809,47.31,117,18,15.38,0.1113,52.82
2,60.0,40.0,0.2,2.4,-49.0796,49.26,122,20,16.39,0.1161,50.92
2,60.0,40.0,0.2,2.5,-54.3909,54.63,128,19,14.84,0.0823,45.61
2,60.0,40.0,0.3,1.0,-11.54,11.54,24,1,4.17,0.0486,88.46
2,60.0,40.0,0.3,1.1,-14.6711,14.67,31,5,16.13,0.0548,85.33
2,60.0,40.0,0.3,1.2,-17.1639,17.16,38,5,13.16,0.0642,82.84
2,60.0,40.0,0.3,1.3,-19.3993,19.4,44,5,11.36,0.072,80.6
2,60.0,40.0,0.3,1.4,-19.4168,19.42,45,9,20.0,0.0894,80.58
2,60.0,40.0,0.3,1.5,-24.9844,24.98,55,8,14.55,0.0797,75.02
2,60.0,40.0,0.3,1.6,-28.4547,28.45,64,11,17.19,0.0858,71.55
2,60.0,40.0,0.3,1.7,-31.8031,31.82,72,11,15.28,0.0829,68.2
2,60.0,40.0,0.3,1.8,-37.3657,37.42,82,13,15.85,0.0839,62.63
2,60.0,40.0,0.3,1.9,-38.9927,39.08,84,12,14.29,0.0827,61.01
2,60.0,40.0,0.3,2.0,-43.5271,43.65,95,13,13.68,0.0854,56.47
2,60.0,40.0,0.3,2.1,-45.0798,45.1,102,15,14.71,0.0933,54.92
2,60.0,40.0,0.3,2.2,-47.4853,47.56,109,16,14.68,0.0997,52.51
2,60.0,40.0,0.3,2.3,-50.0821,50.21,115,17,14.78,0.103,49.92
2,60.0,40.0,0.3,2.4,-53.4363,53.62,120,19,15.83,0.0739,46.56
2,60.0,40.0,0.3,2.5,-56.3032,56.54,127,19,14.96,0.0797,43.7
2,60.0,40.0,0.4,1.0,-12.4867,12.49,24,1,4.17,0.0451,87.51
2,60.0,40.0,0.4,1.1,-15.8075,15.81,31,5,16.13,0.051,84.19
2,60.0,40.0,0.4,1.2,-18.4408,18.44,38,5,13.16,0.06,81.56
2,60.0,40.0,0.4,1.3,-20.8016,20.8,44,5,11.36,0.0675,79.2
2,60.0,40.0,0.4,1.4,-21.8102,21.81,45,8,17.78,0.0734,78.19
2,60.0,40.0,0.4,1.5,-26.7144,26.71,55,8,14.55,0.075,73.29
2,60.0,40.0,0.4,1.6,-30.2473,30.25,63,10,15.87,0.0725,69.75
2,60.0,40.0,0.4,1.7,-33.2355,33.26,71,11,15.49,0.0796,66.76
2,60.0,40.0,0.4,1.8,-40.8726,40.93,82,12,14.63,0.0681,59.13
2,60.0,40.0,0.4,1.9,-41.3903,41.48,84,12,14.29,0.0783,58.61
2,60.0,40.0,0.4,2.0,-46.0895,46.21,95,13,13.68,0.0811,53.91
2,60.0,40.0,0.4,2.1,-47.7007,47.72,102,15,14.71,0.0886,52.3
2,60.0,40.0,0.4,2.2,-50.2583,50.33,107,15,14.02,0.0926,49.74
2,60.0,40.0,0.4,2.3,-54.2025,54.33,113,16,14.16,0.0635,45.8
2,60.0,40.0,0.4,2.4,-56.2658,56.45,120,19,15.83,0.0704,43.73
2,60.0,40.0,0.4,2.5,-58.7867,59.02,125,18,14.4,0.0759,41.21
2,60.0,40.0,0.5,1.0,-13.4334,13.43,24,1,4.17,0.0421,86.57
2,60.0,40.0,0.5,1.1,-16.9438,16.94,31,5,16.13,0.0478,83.06
2,60.0,40.0,0.5,1.2,-19.7176,19.72,38,5,13.16,0.0564,80.28
2,60.0,40.0,0.5,1.3,-23.1415,23.14,44,4,9.09,0.0562,76.86
2,60.0,40.0,0.5,1.4,-23.318,23.32,45,8,17.78,0.069,76.68
2,60.0,40.0,0.5,1.5,-28.2514,28.25,54,7,12.96,0.0634,71.75
2,60.0,40.0,0.5,1.6,-31.4312,31.43,62,10,16.13,0.07,68.57
2,60.0,40.0,0.5,1.7,-35.136,35.16,70,10,14.29,0.0662,64.86
2,60.0,40.0,0.5,1.8,-41.8796,41.93,81,12,14.81,0.0665,58.12
2,60.0,40.0,0.5,1.9,-42.4128,42.5,83,12,14.46,0.0766,57.59
2,60.0,40.0,0.5,2.0,-46.0716,46.19,93,14,15.05,0.0815,53.93
2,60.0,40.0,0.5,2.1,-47.7113,47.73,98,15,15.31,0.0877,52.29
2,60.0,40.0,0.5,2.2,-51.4435,51.52,103,15,14.56,0.0593,48.56
2,60.0,40.0,0.5,2.3,-52.9588,53.09,109,17,15.6,0.0667,47.04
2,60.0,40.0,0.5,2.4,-55.6646,55.85,115,19,16.52,0.0729,44.34
2,60.0,40.0,0.5,2.5,-58.9989,59.23,120,17,14.17,0.0633,41.0
2,60.0,40.0,0.6,1.0,-14.3802,14.38,24,1,4.17,0.0394,85.62
2,60.0,40.0,0.6,1.1,-18.0801,18.08,31,5,16.13,0.0449,81.92
2,60.0,40.0,0.6,1.2,-20.5462,20.55,37,4,10.81,0.0509,79.45
2,60.0,40.0,0.6,1.3,-23.1751,23.18,43,4,9.3,0.0561,76.82
2,60.0,40.0,0.6,1.4,-24.4386,24.44,44,7,15.91,0.0589,75.56
2,60.0,40.0,0.6,1.5,-29.073,29.07,53,7,13.21,0.0618,70.93
2,60.0,40.0,0.6,1.6,-32.973,32.97,61,10,16.39,0.0584,67.03
2,60.0,40.0,0.6,1.7,-35.5847,35.6,69,11,15.94,0.0665,64.42
2,60.0,40.0,0.6,1.8,-42.5815,42.63,80,13,16.25,0.0671,57.42
2,60.0,40.0,0.6,1.9,-43.1238,43.21,82,13,15.85,0.0776,56.88
2,60.0,40.0,0.6,2.0,-47.545,47.67,91,14,15.38,0.0805,52.45
2,60.0,40.0,0.6,2.1,-48.2187,48.24,93,15,16.13,0.0572,51.78
2,60.0,40.0,0.6,2.2,-52.7206,52.8,101,15,14.85,0.058,47.28
2,60.0,40.0,0.6,2.3,-54.8902,55.02,106,17,16.04,0.0645,45.11
2,60.0,40.0,0.6,2.4,-59.1002,59.28,113,17,15.04,0.0552,40.9
2,60.0,40.0,0.6,2.5,-60.5648,60.8,118,17,14.41,0.0617,39.44
2,60.0,40.0,0.7,1.0,-14.6458,14.65,24,1,4.17,0.0387,85.35
2,60.0,40.0,0.7,1.1,-19.4328,19.43,31,4,12.9,0.0408,80.57
2,60.0,40.0,0.7,1.2,-21.0441,21.04,37,4,10.81,0.0498,78.96
2,60.0,40.0,0.7,1.3,-23.7584,23.76,43,4,9.3,0.0548,76.24
2,60.0,40.0,0.7,1.4,-25.0886,25.09,44,8,18.18,0.0579,74.91
2,60.0,40.0,0.7,1.5,-31.0839,31.08,53,7,13.21,0.0516,68.92
2,60.0,40.0,0.7,1.6,-33.8957,33.9,61,11,18.03,0.0592,66.1
2,60.0,40.0,0.7,1.7,-36.5621,36.58,69,12,17.39,0.068,63.44
2,60.0,40.0,0.7,1.8,-43.807,43.86,80,14,17.5,0.0687,56.19
2,60.0,40.0,0.7,1.9,-45.1572,45.24,82,13,15.85,0.0777,54.84
2,60.0,40.0,0.7,2.0,-49.6922,49.81,89,14,15.73,0.0513,50.31
2,60.0,40.0,0.7,2.1,-49.4685,49.49,93,16,17.2,0.061,50.53
2,60.0,40.0,0.7,2.2,-54.6687,54.74,100,16,16.0,0.0614,45.33
2,60.0,40.0,0.7,2.3,-58.8251,58.95,106,16,15.09,0.0534,41.17
2,60.0,40.0,0.7,2.4,-61.1598,61.34,113,18,15.93,0.0594,38.84
2,60.0,40.0,0.7,2.5,-62.078,62.31,118,18,15.25,0.0667,37.92
2,60.0,40.0,0.8,1.0,-16.4899,16.49,24,1,4.17,0.0346,83.51
2,60.0,40.0,0.8,1.1,-19.8544,19.85,31,4,12.9,0.04,80.15
2,60.0,40.0,0.8,1.2,-21.4983,21.5,37,4,10.81,0.0488,78.5
2,60.0,40.0,0.8,1.3,-24.2998,24.3,43,4,9.3,0.0537,75.7
2,60.0,40.0,0.8,1.4,-26.9063,26.91,44,7,15.91,0.0468,73.09
2,60.0,40.0,0.8,1.5,-31.9036,31.9,53,8,15.09,0.051,68.1
2,60.0,40.0,0.8,1.6,-34.7819,34.78,61,12,19.67,0.0594,65.22
2,60.0,40.0,0.8,1.7,-37.5048,37.52,69,13,18.84,0.0687,62.5
2,60.0,40.0,0.8,1.8,-43.6828,43.74,78,14,17.95,0.0715,56.32
2,60.0,40.0,0.8,1.9,-44.8781,44.96,78,13,16.67,0.05,55.12
2,60.0,40.0,0.8,2.0,-47.4988,47.62,86,15,17.44,0.0576,52.5
2,60.0,40.0,0.8,2.1,-47.744,47.77,89,17,19.1,0.0677,52.26
2,60.0,40.0,0.8,2.2,-53.1483,53.22,96,17,17.71,0.0591,46.85
2,60.0,40.0,0.8,2.3,-56.1081,56.24,103,18,17.48,0.0653,43.89
2,60.0,40.0,0.8,2.4,-57.8381,58.02,110,20,18.18,0.0728,42.16
2,60.0,40.0,0.8,2.5,-58.6715,58.91,115,21,18.26,0.0816,41.33
2,60.0,40.0,0.9,1.0,-15.4191,15.42,23,1,4.35,0.0369,84.58
2,60.0,40.0,0.9,1.1,-18.8821,18.88,30,5,16.67,0.0435,81.12
2,60.0,40.0,0.9,1.2,-20.5441,20.54,36,5,13.89,0.0546,79.46
2,60.0,40.0,0.9,1.3,-24.6258,24.63,42,4,9.52,0.052,75.37
2,60.0,40.0,0.9,1.4,-26.1334,26.13,43,8,18.6,0.0547,73.87
2,60.0,40.0,0.9,1.5,-29.8187,29.82,51,9,17.65,0.0616,70.18
2,60.0,40.0,0.9,1.6,-32.7216,32.72,59,13,22.03,0.0708,67.28
2,60.0,40.0,0.9,1.7,-36.2633,36.28,67,14,20.9,0.0791,63.74
2,60.0,40.0,0.9,1.8,-40.8874,40.94,73,14,19.18,0.0525,59.11
2,60.0,40.0,0.9,1.9,-42.9077,42.99,76,14,18.42,0.0616,57.09
2,60.0,40.0,0.9,2.0,-46.0581,46.18,83,16,19.28,0.0689,53.94
2,60.0,40.0,0.9,2.1,-48.244,48.27,87,17,19.54,0.0655,51.76
2,60.0,40.0,0.9,2.2,-51.2179,51.29,94,19,20.21,0.0725,48.78
2,60.0,40.0,0.9,2.3,-54.1945,54.32,101,20,19.8,0.0792,45.81
2,60.0,40.0,0.9,2.4,-55.8959,56.08,108,22,20.37,0.0876,44.1
2,60.0,40.0,0.9,2.5,-55.4298,55.66,112,23,20.54,0.0994,44.57
2,60.0,40.0,1.0,1.0,-16.2722,16.27,23,1,4.35,0.035,83.73
2,60.0,40.0,1.0,1.1,-19.0814,19.08,30,5,16.67,0.0431,80.92
2,60.0,40.0,1.0,1.2,-21.9835,21.98,36,4,11.11,0.0468,78.02
2,60.0,40.0,1.0,1.3,-23.408,23.41,41,4,9.76,0.0546,76.59
2,60.0,40.0,1.0,1.4,-24.9525,24.95,42,8,19.05,0.0571,75.05
2,60.0,40.0,1.0,1.5,-28.7063,28.71,50,10,20.0,0.0646,71.29
2,60.0,40.0,1.0,1.6,-32.4484,32.5,58,14,24.14,0.073,67.55
2,60.0,40.0,1.0,1.7,-35.5435,35.67,64,14,21.88,0.0489,64.46
2,60.0,40.0,1.0,1.8,-39.9104,40.1,72,16,22.22,0.0572,60.09
2,60.0,40.0,1.0,1.9,-41.8538,42.12,74,16,21.62,0.0678,58.15
2,60.0,40.0,1.0,2.0,-47.6623,48.0,82,16,19.51,0.0614,52.34
2,60.0,40.0,1.0,2.1,-47.3348,47.61,86,19,22.09,0.0734,52.67
2,60.0,40.0,1.0,2.2,-50.3321,50.7,93,21,22.58,0.0811,49.67
2,60.0,40.0,1.0,2.3,-53.3358,53.8,100,22,22.0,0.0884,46.66
2,60.0,40.0,1.0,2.4,-55.0189,55.57,107,24,22.43,0.0975,44.98
2,60.0,40.0,1.0,2.5,-54.4829,55.13,111,25,22.52,0.1104,45.52
2,60.0,40.0,1.1,1.0,-11.7769,11.78,21,2,9.52,0.0695,88.22
2,60.0,40.0,1.1,1.1,-15.7739,15.83,28,5,17.86,0.0695,84.23
2,60.0,40.0,1.1,1.2,-17.4613,17.67,34,6,17.65,0.0826,82.54
2,60.0,40.0,1.1,1.3,-19.9024,19.9,40,6,15.0,0.0904,80.1
2,60.0,40.0,1.1,1.4,-21.4209,21.42,41,10,24.39,0.0959,78.58
2,60.0,40.0,1.1,1.5,-25.9847,25.98,49,12,24.49,0.0996,74.02
2,60.0,40.0,1.1,1.6,-32.7982,32.85,56,14,25.0,0.0441,67.2
2,60.0,40.0,1.1,1.7,-35.7515,35.87,64,15,23.44,0.0557,64.25
2,60.0,40.0,1.1,1.8,-40.1163,40.31,71,17,23.94,0.0642,59.88
2,60.0,40.0,1.1,1.9,-44.7499,45.02,74,15,20.27,0.0613,55.25
2,60.0,40.0,1.1,2.0,-48.1689,48.51,82,17,20.73,0.0686,51.83
2,60.0,40.0,1.1,2.1,-47.7925,48.07,86,20,23.26,0.0813,52.21
2,60.0,40.0,1.1,2.2,-50.8344,51.2,93,22,23.66,0.089,49.17
2,60.0,40.0,1.1,2.3,-53.8862,54.35,100,23,23.0,0.0963,46.11
2,60.0,40.0,1.1,2.4,-55.572,56.12,107,25,23.36,0.1057,44.43
2,60.0,40.0,1.1,2.5,-54.9871,55.63,111,26,23.42,0.1191,45.01
2,60.0,40.0,1.2,1.0,-13.5719,13.57,21,2,9.52,0.0609,86.43
2,60.0,40.0,1.2,1.1,-16.5293,16.59,28,5,17.86,0.0666,83.47
2,60.0,40.0,1.2,1.2,-18.2876,18.5,34,6,17.65,0.0792,81.71
2,60.0,40.0,1.2,1.3,-20.8398,20.84,40,6,15.0,0.0867,79.16
2,60.0,40.0,1.2,1.4,-23.2694,23.27,41,10,24.39,0.0889,76.73
2,60.0,40.0,1.2,1.5,-30.9875,30.99,48,10,20.83,0.0314,69.01
2,60.0,40.0,1.2,1.6,-32.6227,32.67,55,14,25.45,0.0443,67.38
2,60.0,40.0,1.2,1.7,-35.6443,35.77,63,15,23.81,0.0559,64.36
2,60.0,40.0,1.2,1.8,-42.6782,42.87,70,15,21.43,0.0519,57.32
2,60.0,40.0,1.2,1.9,-44.9321,45.2,73,15,20.55,0.0611,55.07
2,60.0,40.0,1.2,2.0,-48.4276,48.76,81,17,20.99,0.0683,51.57
2,60.0,40.0,1.2,2.1,-48.0247,48.3,85,21,24.71,0.081,51.98
2,60.0,40.0,1.2,2.2,-51.1335,51.5,92,23,25.0,0.0891,48.87
2,60.0,40.0,1.2,2.3,-54.2558,54.72,99,24,24.24,0.0966,45.74
2,60.0,40.0,1.2,2.4,-55.9668,56.52,106,26,24.53,0.1062,44.03
2,60.0,40.0,1.2,2.5,-55.3555,56.0,110,27,24.55,0.12,44.64
2,60.0,40.0,1.3,1.0,-11.4749,11.53,20,3,15.0,0.0756,88.53
2,60.0,40.0,1.3,1.1,-14.4845,14.54,27,6,22.22,0.0822,85.52
2,60.0,40.0,1.3,1.2,-16.2529,16.46,33,7,21.21,0.0973,83.75
2,60.0,40.0,1.3,1.3,-19.6597,19.66,39,7,17.95,0.1014,80.34
2,60.0,40.0,1.3,1.4,-25.0675,25.07,39,9,23.08,0.0347,74.93
2,60.0,40.0,1.3,1.5,-29.2721,29.27,47,11,23.4,0.0446,70.73
2,60.0,40.0,1.3,1.6,-30.8984,30.95,54,15,27.78,0.059,69.1
2,60.0,40.0,1.3,1.7,-34.8967,35.02,62,16,25.81,0.0692,65.1
2,60.0,40.0,1.3,1.8,-41.1792,41.37,69,16,23.19,0.0654,58.82
2,60.0,40.0,1.3,1.9,-44.802,45.07,73,16,21.92,0.073,55.2
2,60.0,40.0,1.3,2.0,-48.3396,48.68,81,18,22.22,0.0802,51.66
2,60.0,40.0,1.3,2.1,-47.8759,48.15,85,22,25.88,0.0939,52.12
2,60.0,40.0,1.3,2.2,-51.0172,51.38,92,24,26.09,0.1019,48.98
2,60.0,40.0,1.3,2.3,-54.1757,54.64,99,25,25.25,0.1094,45.82
2,60.0,40.0,1.3,2.4,-55.8774,56.43,106,27,25.47,0.1192,44.12
2,60.0,40.0,1.3,2.5,-55.8547,56.5,110,28,25.45,0.1323,44.15
2,60.0,40.0,1.4,1.0,-11.9956,12.05,20,3,15.0,0.0725,88.0
2,60.0,40.0,1.4,1.1,-15.1183,15.18,27,6,22.22,0.0791,84.88
2,60.0,40.0,1.4,1.2,-16.9575,17.17,33,7,21.21,0.0936,83.04
2,60.0,40.0,1.4,1.3,-24.1284,24.13,38,5,13.16,0.0299,75.87
2,60.0,40.0,1.4,1.4,-26.1354,26.14,39,9,23.08,0.0333,73.86
2,60.0,40.0,1.4,1.5,-30.4785,30.48,47,11,23.4,0.043,69.52
2,60.0,40.0,1.4,1.6,-33.0995,33.15,54,15,27.78,0.0553,66.9
2,60.0,40.0,1.4,1.7,-36.2813,36.4,62,16,25.81,0.0667,63.72
2,60.0,40.0,1.4,1.8,-42.7844,42.98,69,16,23.19,0.0631,57.22
2,60.0,40.0,1.4,1.9,-46.5582,46.82,73,16,21.92,0.0705,53.44
2,60.0,40.0,1.4,2.0,-50.1987,50.54,81,18,22.22,0.0775,49.8
2,60.0,40.0,1.4,2.1,-49.7349,50.01,85,22,25.88,0.0907,50.27
2,60.0,40.0,1.4,2.2,-52.9696,53.34,92,24,26.09,0.0985,47.03
2,60.0,40.0,1.4,2.3,-56.2251,56.68,99,25,25.25,0.1058,43.77
2,60.0,40.0,1.4,2.4,-58.6279,59.18,106,27,25.47,0.1143,41.37
2,60.0,40.0,1.4,2.5,-56.2109,56.85,108,28,25.93,0.1316,43.79
2,60.0,40.0,1.5,1.0,-12.5163,12.57,20,3,15.0,0.0697,87.48
2,60.0,40.0,1.5,1.1,-15.752,15.81,27,6,22.22,0.0761,84.25
2,60.0,40.0,1.5,1.2,-21.2005,21.41,32,5,15.62,0.0219,78.8
2,60.0,40.0,1.5,1.3,-25.0895,25.09,38,5,13.16,0.0288,74.91
2,60.0,40.0,1.5,1.4,-27.2033,27.2,39,9,23.08,0.0321,72.8
2,60.0,40.0,1.5,1.5,-32.6277,32.63,47,11,23.4,0.0402,67.37
2,60.0,40.0,1.5,1.6,-34.3892,34.44,54,15,27.78,0.0533,65.61
2,60.0,40.0,1.5,1.7,-37.6658,37.79,62,16,25.81,0.0644,62.33
2,60.0,40.0,1.5,1.8,-44.3896,44.58,69,16,23.19,0.0609,55.61
2,60.0,40.0,1.5,1.9,-48.3143,48.58,73,16,21.92,0.0681,51.69
2,60.0,40.0,1.5,2.0,-52.0577,52.39,81,18,22.22,0.0749,47.94
2,60.0,40.0,1.5,2.1,-51.594,51.87,85,22,25.88,0.0877,48.41
2,60.0,40.0,1.5,2.2,-54.9221,55.29,92,24,26.09,0.0954,45.08
2,60.0,40.0,1.5,2.3,-58.2745,58.73,99,25,25.25,0.1025,41.73
2,60.0,40.0,1.5,2.4,-58.9369,59.49,104,27,25.96,0.1137,41.06
2,60.0,40.0,1.5,2.5,-58.2818,58.92,108,28,25.93,0.1275,41.72
3,60.0,40.0,0.1,1.0,-5.3153,5.32,16,2,12.5,0.1176,94.68
3,60.0,40.0,0.1,1.1,-6.932,6.93,21,4,19.05,0.1199,93.07
3,60.0,40.0,0.1,1.2,-9.1853,9.19,28,4,14.29,0.1181,90.81
3,60.0,40.0,0.1,1.3,-11.2112,11.21,34,4,11.76,0.1191,88.79
3,60.0,40.0,0.1,1.4,-10.5597,10.56,34,8,23.53,0.1509,89.44
3,60.0,40.0,0.1,1.5,-13.6297,13.63,42,8,19.05,0.1457,86.37
3,60.0,40.0,0.1,1.6,-16.0568,16.06,49,11,22.45,0.1503,83.94
3,60.0,40.0,0.1,1.7,-20.4008,20.42,57,11,19.3,0.1312,79.6
3,60.0,40.0,0.1,1.8,-24.5592,24.61,67,13,19.4,0.129,75.44
3,60.0,40.0,0.1,1.9,-24.9253,25.01,69,13,18.84,0.1453,75.07
3,60.0,40.0,0.1,2.0,-28.9924,29.11,78,14,17.95,0.1434,71.01
3,60.0,40.0,0.1,2.1,-30.4572,30.48,85,16,18.82,0.1528,69.54
3,60.0,40.0,0.1,2.2,-31.5675,31.64,90,16,17.78,0.1636,68.43
3,60.0,40.0,0.1,2.3,-32.0761,32.2,94,16,17.02,0.176,67.92
3,60.0,40.0,0.1,2.4,-33.8153,34.0,101,18,17.82,0.1826,66.18
3,60.0,40.0,0.1,2.5,-37.0228,37.26,107,18,16.82,0.179,62.98
3,60.0,40.0,0.2,1.0,-5.9163,5.92,16,2,12.5,0.107,94.08
3,60.0,40.0,0.2,1.1,-7.6462,7.65,21,4,19.05,0.1099,92.35
3,60.0,40.0,0.2,1.2,-10.04,10.04,28,4,14.29,0.1092,89.96
3,60.0,40.0,0.2,1.3,-12.1913,12.19,34,4,11.76,0.1106,87.81
3,60.0,40.0,0.2,1.4,-11.5398,11.54,34,8,23.53,0.1399,88.46
3,60.0,40.0,0.2,1.5,-14.7751,14.78,42,8,19.05,0.136,85.22
3,60.0,40.0,0.2,1.6,-18.2705,18.27,49,10,20.41,0.1227,81.73
3,60.0,40.0,0.2,1.7,-19.7817,19.8,55,11,20.0,0.1347,80.22
3,60.0,40.0,0.2,1.8,-24.1057,24.16,65,13,20.0,0.1312,75.89
3,60.0,40.0,0.2,1.9,-25.053,25.14,67,13,19.4,0.1447,74.95
3,60.0,40.0,0.2,2.0,-28.6579,28.78,76,14,18.42,0.1449,71.34
3,60.0,40.0,0.2,2.1,-30.1328,30.15,83,16,19.28,0.1542,69.87
3,60.0,40.0,0.2,2.2,-31.2508,31.33,88,16,18.18,0.1649,68.75
3,60.0,40.0,0.2,2.3,-31.7468,31.87,92,17,18.48,0.1778,68.25
3,60.0,40.0,0.2,2.4,-34.3104,34.49,99,19,19.19,0.1779,65.69
3,60.0,40.0,0.2,2.5,-38.4363,38.67,103,19,18.45,0.1328,61.56
3,60.0,40.0,0.3,1.0,-6.5174,6.52,16,2,12.5,0.0981,93.48
3,60.0,40.0,0.3,1.1,-8.3604,8.36,21,4,19.05,0.1015,91.64
3,60.0,40.0,0.3,1.2,-10.8947,10.89,28,4,14.29,0.1015,89.11
3,60.0,40.0,0.3,1.3,-13.1714,13.17,34,4,11.76,0.1032,86.83
3,60.0,40.0,0.3,1.4,-12.5199,12.52,34,8,23.53,0.1304,87.48
3,60.0,40.0,0.3,1.5,-16.8582,16.86,42,7,16.67,0.1105,83.14
3,60.0,40.0,0.3,1.6,-19.5985,19.6,49,10,20.41,0.1154,80.4
3,60.0,40.0,0.3,1.7,-21.1804,21.2,55,11,20.0,0.127,78.82
3,60.0,40.0,0.3,1.8,-26.3039,26.36,65,13,20.0,0.1215,73.7
3,60.0,40.0,0.3,1.9,-26.7374,26.82,67,13,19.4,0.1368,73.26
3,60.0,40.0,0.3,2.0,-30.4863,30.61,76,14,18.42,0.1374,69.51
3,60.0,40.0,0.3,2.1,-32.0196,32.04,83,16,19.28,0.1464,67.98
3,60.0,40.0,0.3,2.2,-33.1937,33.27,88,16,18.18,0.1568,66.81
3,60.0,40.0,0.3,2.3,-34.5293,34.66,92,16,17.39,0.1626,65.47
3,60.0,40.0,0.3,2.4,-37.8623,38.04,97,18,18.56,0.1215,62.14
3,60.0,40.0,0.3,2.5,-40.5595,40.79,103,19,18.45,0.1267,59.44
3,60.0,40.0,0.4,1.0,-7.1185,7.12,16,2,12.5,0.0906,92.88
3,60.0,40.0,0.4,1.1,-9.0746,9.07,21,4,19.05,0.0943,90.93
3,60.0,40.0,0.4,1.2,-11.7493,11.75,28,4,14.29,0.0948,88.25
3,60.0,40.0,0.4,1.3,-14.1515,14.15,34,4,11.76,0.0968,85.85
3,60.0,40.0,0.4,1.4,-14.4377,14.44,34,7,20.59,0.1052,85.56
3,60.0,40.0,0.4,1.5,-18.0557,18.06,42,7,16.67,0.1039,81.94
3,60.0,40.0,0.4,1.6,-19.7649,19.76,48,10,20.83,0.1145,80.24
3,60.0,40.0,0.4,1.7,-21.9777,22.0,54,11,20.37,0.1229,78.02
3,60.0,40.0,0.4,1.8,-27.9444,28.0,65,13,20.0,0.1152,72.06
3,60.0,40.0,0.4,1.9,-28.4219,28.51,67,13,19.4,0.1298,71.58
3,60.0,40.0,0.4,2.0,-32.3147,32.44,76,14,18.42,0.1306,67.69
3,60.0,40.0,0.4,2.1,-33.9064,33.93,83,16,19.28,0.1394,66.09
3,60.0,40.0,0.4,2.2,-35.9406,36.02,88,15,17.05,0.1439,64.06
3,60.0,40.0,0.4,2.3,-37.8449,37.97,90,15,16.67,0.1091,62.16
3,60.0,40.0,0.4,2.4,-39.887,40.07,97,18,18.56,0.1161,60.11
3,60.0,40.0,0.4,2.5,-42.2381,42.47,101,18,17.82,0.1214,57.76
3,60.0,40.0,0.5,1.0,-7.7195,7.72,16,2,12.5,0.0841,92.28
3,60.0,40.0,0.5,1.1,-9.7887,9.79,21,4,19.05,0.088,90.21
3,60.0,40.0,0.5,1.2,-12.604,12.6,28,4,14.29,0.0889,87.4
3,60.0,40.0,0.5,1.3,-16.0693,16.07,34,3,8.82,0.0796,83.93
3,60.0,40.0,0.5,1.4,-15.4699,15.47,34,7,20.59,0.0989,84.53
3,60.0,40.0,0.5,1.5,-19.2531,19.25,42,7,16.67,0.0981,80.75
